date_hour,ENTITY_DESCRIPTION_SHORT,wait_time_avg,attendance,temp,pressure,humidity,wind_speed,clouds_all,rain_1h,guests_sum,availability,utilization,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_9,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,covid_1
2022-08-11 22:00:00,Bumper Cars,,43415.95703125,23.24,1017,45,2.42,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-12 09:00:00,Bumper Cars,,45096.8828125,28.6,1016,35,3.94,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-12 10:00:00,Bumper Cars,,45096.8828125,30.29,1016,33,4.37,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-12 11:00:00,Bumper Cars,,45096.8828125,31.83,1015,28,5.06,0,0.0,687.0,1.0,0.6746810598626104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-12 12:00:00,Bumper Cars,,45096.8828125,32.5,1015,28,4.83,0,0.0,687.0,1.0,0.6746810598626104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-12 13:00:00,Bumper Cars,,45096.8828125,33.0,1014,26,4.52,0,0.0,687.0,1.0,0.6746810598626104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-12 14:00:00,Bumper Cars,,45096.8828125,33.38,1014,25,4.2,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-12 15:00:00,Bumper Cars,,45096.8828125,33.42,1013,20,3.97,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-12 16:00:00,Bumper Cars,,45096.8828125,33.73,1013,25,3.8,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-12 17:00:00,Bumper Cars,,45096.8828125,33.08,1012,25,3.54,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-12 18:00:00,Bumper Cars,,45096.8828125,31.58,1012,29,1.95,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-12 19:00:00,Bumper Cars,,45096.8828125,28.62,1013,36,2.8,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-12 20:00:00,Bumper Cars,,45096.8828125,25.77,1013,49,2.63,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-12 21:00:00,Bumper Cars,,45096.8828125,23.67,1013,56,3.51,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-12 22:00:00,Bumper Cars,,45096.8828125,22.28,1014,64,3.38,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13 09:00:00,Bumper Cars,,53892.859375,28.29,1014,36,4.63,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13 10:00:00,Bumper Cars,,53892.859375,29.9,1014,32,4.75,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13 11:00:00,Bumper Cars,,53892.859375,30.92,1013,28,4.17,0,0.0,687.0,1.0,0.6746810598626104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13 12:00:00,Bumper Cars,,53892.859375,31.33,1013,27,3.73,0,0.0,687.0,1.0,0.6746810598626104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13 13:00:00,Bumper Cars,,53892.859375,32.19,1012,26,3.74,0,0.0,687.0,1.0,0.6746810598626104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13 14:00:00,Bumper Cars,,53892.859375,32.21,1012,27,3.9,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13 15:00:00,Bumper Cars,,53892.859375,32.53,1011,25,3.76,0,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13 16:00:00,Bumper Cars,,53892.859375,32.45,1011,24,3.14,21,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13 17:00:00,Bumper Cars,,53892.859375,31.83,1010,25,2.83,22,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13 18:00:00,Bumper Cars,,53892.859375,30.41,1011,30,1.49,45,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13 19:00:00,Bumper Cars,,53892.859375,27.69,1010,38,2.44,28,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13 20:00:00,Bumper Cars,,53892.859375,24.38,1010,49,3.22,87,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13 21:00:00,Bumper Cars,,53892.859375,22.83,1011,56,3.15,65,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13 22:00:00,Bumper Cars,,53892.859375,21.74,1010,57,2.15,77,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14 09:00:00,Bumper Cars,,45851.296875,25.85,1007,56,5.73,96,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14 10:00:00,Bumper Cars,,45851.296875,27.74,1007,50,5.73,96,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14 11:00:00,Bumper Cars,,45851.296875,28.65,1007,45,7.03,100,0.0,687.0,1.0,0.6746810598626104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14 12:00:00,Bumper Cars,,45851.296875,27.41,1007,55,7.03,100,0.0,687.0,1.0,0.6746810598626104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14 13:00:00,Bumper Cars,,45851.296875,24.17,1007,40,7.03,100,0.0,687.0,1.0,0.6746810598626104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14 14:00:00,Bumper Cars,,45851.296875,22.43,1007,87,3.65,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14 15:00:00,Bumper Cars,,45851.296875,22.38,1007,91,3.65,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14 16:00:00,Bumper Cars,,45851.296875,23.0,1007,87,3.65,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14 17:00:00,Bumper Cars,,45851.296875,24.15,1007,69,5.24,88,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14 18:00:00,Bumper Cars,,45851.296875,22.5,1007,74,5.24,88,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14 19:00:00,Bumper Cars,,45851.296875,19.89,1007,79,5.24,88,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14 20:00:00,Bumper Cars,,45851.296875,18.03,1007,95,2.54,93,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14 21:00:00,Bumper Cars,,45851.296875,17.6,1007,96,2.54,93,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14 22:00:00,Bumper Cars,,45851.296875,17.69,1007,96,2.54,93,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15 09:00:00,Bumper Cars,,44162.3515625,20.28,1006,86,5.37,40,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15 10:00:00,Bumper Cars,,44162.3515625,20.77,1006,87,5.37,40,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15 11:00:00,Bumper Cars,,44162.3515625,21.0,1006,86,2.77,60,0.0,687.0,1.0,0.6746810598626104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15 12:00:00,Bumper Cars,,44162.3515625,21.45,1006,84,2.77,60,0.0,687.0,1.0,0.6746810598626104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15 13:00:00,Bumper Cars,,44162.3515625,23.04,1006,85,2.77,60,0.0,687.0,1.0,0.6746810598626104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15 14:00:00,Bumper Cars,,44162.3515625,23.08,1005,54,3.61,78,0.0,687.0,1.0,0.6746810598626104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15 15:00:00,Bumper Cars,,44162.3515625,24.84,1005,54,3.61,78,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15 16:00:00,Bumper Cars,,44162.3515625,25.4,1005,54,3.61,78,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15 17:00:00,Bumper Cars,,44162.3515625,25.23,1005,69,2.5,67,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15 18:00:00,Bumper Cars,,44162.3515625,23.88,1005,77,2.5,67,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15 19:00:00,Bumper Cars,,44162.3515625,22.44,1005,81,2.5,67,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15 20:00:00,Bumper Cars,,44162.3515625,20.69,1007,87,3.1,85,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15 21:00:00,Bumper Cars,,44162.3515625,20.03,1007,90,3.1,85,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15 22:00:00,Bumper Cars,,44162.3515625,18.94,1007,93,3.1,85,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16 09:00:00,Bumper Cars,,43612.73046875,22.18,1009,80,2.69,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16 10:00:00,Bumper Cars,,43612.73046875,24.15,1009,72,2.69,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16 11:00:00,Bumper Cars,,43612.73046875,24.64,1008,68,2.91,100,0.0,687.0,1.0,0.6746810598626104,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16 12:00:00,Bumper Cars,,43612.73046875,25.84,1008,65,2.91,100,0.0,687.0,1.0,0.6746810598626104,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16 13:00:00,Bumper Cars,,43612.73046875,25.92,1008,63,2.91,100,0.0,687.0,1.0,0.6746810598626104,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16 14:00:00,Bumper Cars,,43612.73046875,26.55,1008,60,3.38,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16 15:00:00,Bumper Cars,,43612.73046875,27.12,1008,60,3.38,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16 16:00:00,Bumper Cars,,43612.73046875,27.23,1008,56,3.38,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16 17:00:00,Bumper Cars,,43612.73046875,24.26,1008,60,2.67,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16 18:00:00,Bumper Cars,,43612.73046875,18.94,1008,46,2.67,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16 19:00:00,Bumper Cars,,43612.73046875,18.89,1008,46,2.67,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16 20:00:00,Bumper Cars,,43612.73046875,18.73,1010,75,1.55,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16 21:00:00,Bumper Cars,,43612.73046875,18.13,1010,97,1.55,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16 22:00:00,Bumper Cars,,43612.73046875,18.2,1010,97,1.55,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17 09:00:00,Bumper Cars,,44570.609375,18.74,1011,63,3.5,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17 10:00:00,Bumper Cars,,44570.609375,18.8,1011,63,3.5,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17 11:00:00,Bumper Cars,,44570.609375,20.5,1010,89,2.88,3,0.0,687.0,1.0,0.6746810598626104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17 12:00:00,Bumper Cars,,44570.609375,22.78,1010,78,2.88,3,0.0,687.0,1.0,0.6746810598626104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17 13:00:00,Bumper Cars,,44570.609375,24.95,1010,67,2.88,3,0.0,687.0,1.0,0.6746810598626104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17 14:00:00,Bumper Cars,,44570.609375,25.81,1010,59,3.04,27,0.0,687.0,1.0,0.6746810598626104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17 15:00:00,Bumper Cars,,44570.609375,26.09,1010,38,3.04,27,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17 16:00:00,Bumper Cars,,44570.609375,25.38,1010,38,3.04,27,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17 17:00:00,Bumper Cars,,44570.609375,24.09,1010,44,0.82,100,0.0,687.0,1.0,0.6746810598626104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
