date,hour,wait_time_mean,wait_time_max,wait_time_std,n_observations,total_guests,total_units,temp,feels_like,humidity,wind_speed,pressure,clouds_all,rain_1h,snow_1h,weather_main,temp_category
2018-01-03,19,16.756756756756758,105,22.915586479414664,148,16044.9999,2576.0,8.48,5.03,79,6.87,1010,100,0.0,0.0,Clouds,5-10°C
2018-01-03,20,9.121621621621621,60,15.591688613329843,148,15175.0002,2379.4001,8.75,5.46,83,6.58,1010,100,0.0,0.0,Clouds,5-10°C
2018-01-03,21,6.554054054054054,55,12.465617357592114,148,8462.9999,2358.3334,8.5,5.24,83,6.28,1010,100,0.12,0.0,Rain,5-10°C
2018-01-03,22,0.0,0,0.0,148,73.1336,2312.0,8.47,5.59,86,5.22,1009,100,0.45,0.0,Rain,5-10°C
2018-01-04,9,13.445945945945946,100,20.76636598545726,148,15520.5,2292.2667,13.15,12.9,91,9.57,1001,100,1.45,0.0,Rain,10-15°C
2018-01-04,10,24.425675675675677,90,23.397799540766226,148,25585.5001,2444.4666,13.37,13.14,91,8.25,1002,100,0.49,0.0,Rain,10-15°C
2018-01-04,11,32.567567567567565,95,24.931787802374195,148,24195.9996,2752.1332,13.85,13.64,90,8.73,1002,100,0.2,0.0,Rain,10-15°C
2018-01-04,12,33.37837837837838,120,25.609682853480557,148,24765.4997,2824.9999,13.85,13.64,90,9.01,1001,100,0.54,0.0,Rain,10-15°C
2018-01-04,13,31.85810810810811,100,22.552134651708194,148,23398.1662,2766.5334,14.05,13.86,90,9.23,1000,100,0.37,0.0,Rain,10-15°C
2018-01-04,14,33.04054054054054,90,24.561703052693343,148,23875.0,2767.0667,14.05,13.86,90,9.59,1000,100,0.6,0.0,Rain,10-15°C
2018-01-04,15,33.277027027027025,90,24.40943860768047,148,25491.8333,2785.8001,13.06,12.8,91,9.02,1000,100,1.71,0.0,Rain,10-15°C
2018-01-04,16,30.506756756756758,90,24.388716199201472,148,20322.3326,2774.5334,11.36,10.8,86,9.29,1000,100,0.86,0.0,Rain,10-15°C
2018-01-04,17,22.33108108108108,85,24.43522285206574,148,19699.0001,2757.6667,10.78,10.11,84,8.9,1001,100,0.28,0.0,Rain,10-15°C
2018-01-04,18,20.91216216216216,85,23.437840516616884,148,18994.8333,2726.6,10.78,9.98,79,7.99,1002,70,0.0,0.0,Clouds,10-15°C
2018-01-04,19,14.121621621621621,70,18.449381165222462,148,17476.6658,2591.8667,10.96,10.17,79,7.37,1003,54,0.0,0.0,Clouds,10-15°C
2018-01-04,20,9.02027027027027,70,14.92223360321001,148,14217.9999,2404.1333,10.06,9.21,80,6.63,1003,82,0.0,0.0,Clouds,10-15°C
2018-01-04,21,5.574324324324325,45,11.406580757368541,148,8206.333,2296.4666,9.5,6.53,82,6.25,1004,100,0.0,0.0,Clouds,5-10°C
2018-01-04,22,0.6756756756756757,20,2.775539945548664,148,137.5,2260.2667,9.06,6.41,84,5.01,1003,100,0.0,0.0,Clouds,5-10°C
2018-01-05,9,14.594594594594595,90,20.40002595631196,148,16302.003999999999,2372.8001,8.74,6.42,93,4.08,1000,100,0.16,0.0,Rain,5-10°C
2018-01-05,10,28.20945945945946,90,24.757395206137957,148,25103.9993,2557.2001,9.02,6.84,92,3.91,1001,100,0.16,0.0,Rain,5-10°C
2018-01-05,11,37.5,90,24.87041244060875,148,25737.9997,2798.9328,9.73,7.41,88,4.61,1000,100,0.0,0.0,Clouds,5-10°C
2018-01-05,12,40.4054054054054,95,25.697835435947354,148,24028.0001,2843.1333,9.76,7.19,85,5.26,1000,100,0.0,0.0,Clouds,5-10°C
2018-01-05,13,39.222972972972975,120,25.143890927325685,148,24647.0001,2834.133,9.98,7.61,82,4.87,1000,68,0.0,0.0,Clouds,5-10°C
2018-01-05,14,38.851351351351354,100,25.207267299174635,148,24436.5028,2825.1334,10.34,9.49,79,7.11,1000,96,0.0,0.0,Clouds,10-15°C
2018-01-05,15,38.75,120,25.6472340076839,148,25733.999,2819.1333,9.94,7.16,81,6.02,1000,100,0.14,0.0,Rain,5-10°C
2018-01-05,16,34.898648648648646,120,25.478212611745708,148,22942.4683,2820.5333,9.7,7.39,83,4.55,1001,96,0.0,0.0,Clouds,5-10°C
2018-01-05,17,26.41891891891892,90,26.303051609906053,148,20085.0005,2804.3334,8.74,6.68,84,3.55,1001,99,0.0,0.0,Clouds,5-10°C
2018-01-05,18,22.39864864864865,85,23.707899273392933,148,20291.9998,2810.8667,7.56,5.4,86,3.28,1001,93,0.0,0.0,Clouds,5-10°C
2018-01-05,19,15.945945945945946,60,18.316485932684472,148,18299.9998,2786.5334000000003,6.57,4.4,88,2.99,1002,98,0.0,0.0,Clouds,5-10°C
2018-01-05,20,11.35135135135135,60,16.57383597655513,148,14176.5004,2496.5997,6.51,4.42,90,2.86,1003,100,0.0,0.0,Clouds,5-10°C
2018-01-05,21,10.16891891891892,55,15.467934140615393,148,8913.9993,2365.5334,5.84,3.78,91,2.65,1003,100,0.0,0.0,Clouds,5-10°C
2018-01-05,22,0.0,0,0.0,148,242.9999,2316.8,5.57,3.15,92,3.05,1003,99,0.0,0.0,Clouds,5-10°C
2018-01-06,9,14.966216216216216,80,19.824884912050855,148,16612.0008,2447.5332,6.32,5.21,97,1.71,1006,100,0.0,0.0,Clouds,5-10°C
2018-01-06,10,27.22972972972973,90,23.125535726714432,148,26004.5029,2459.4001,6.8,6.8,95,1.31,1006,100,0.0,0.0,Clouds,5-10°C
2018-01-06,11,32.398648648648646,90,23.829536312788697,148,25974.9999,2805.2663,7.57,7.57,95,0.91,1007,100,0.0,0.0,Clouds,5-10°C
2018-01-06,12,30.945945945945947,90,22.14171541873242,148,25045.9998,2878.7334,7.76,7.76,93,0.88,1006,100,0.0,0.0,Clouds,5-10°C
2018-01-06,13,28.37837837837838,80,21.612041681705467,148,25810.0001,2875.4,7.79,7.79,91,1.24,1006,100,0.12,0.0,Rain,5-10°C
2018-01-06,14,28.986486486486488,80,22.28418385663425,148,25175.0001,2869.4667,7.8,7.04,92,1.59,1007,100,0.13,0.0,Rain,5-10°C
2018-01-06,15,30.87837837837838,100,22.765562190340262,148,25581.0001,2862.3331,7.79,6.71,94,1.9,1007,100,0.13,0.0,Rain,5-10°C
2018-01-06,16,26.0472972972973,90,19.71957639823886,148,24559.1667,2854.8667,7.37,5.98,95,2.17,1008,100,0.16,0.0,Rain,5-10°C
2018-01-06,17,19.7972972972973,70,20.10921183957671,148,19383.4998,2837.8,7.1,5.22,95,2.72,1008,100,0.13,0.0,Rain,5-10°C
2018-01-06,18,18.9527027027027,75,20.497663533505033,148,19464.9998,2816.5334,6.88,4.61,95,3.24,1009,100,0.0,0.0,Clouds,5-10°C
2018-01-06,19,13.817567567567568,65,16.520050551783996,148,16214.0001,2469.7333,6.39,3.85,95,3.51,1010,100,0.1,0.0,Rain,5-10°C
2018-01-06,20,8.344594594594595,60,13.137013627358872,148,13521.9997,2423.8,6.38,3.68,95,3.77,1011,100,0.2,0.0,Rain,5-10°C
2018-01-06,21,5.405405405405405,45,10.293540566080692,148,8145.9996,2303.8666,6.38,3.45,94,4.19,1011,98,0.21,0.0,Rain,5-10°C
2018-01-06,22,0.0,0,0.0,148,145.0,2288.0,6.37,3.73,93,3.67,1012,96,0.0,0.0,Clouds,5-10°C
2018-01-07,9,11.587837837837839,70,15.275666058294965,148,16293.9998,2284.7334,5.96,1.76,89,6.95,1015,100,0.0,0.0,Clouds,5-10°C
2018-01-07,10,20.506756756756758,80,18.85082744953831,148,23596.9998,2499.1333,6.06,2.46,89,5.47,1016,100,0.0,0.0,Clouds,5-10°C
2018-01-07,11,23.344594594594593,70,17.903639594196537,148,24644.4998,2686.9334,6.07,2.11,88,6.39,1016,100,0.0,0.0,Clouds,5-10°C
2018-01-07,12,22.06081081081081,65,17.329627946966735,148,23994.9998,2841.0001,6.07,1.94,87,6.84,1016,100,0.0,0.0,Clouds,5-10°C
2018-01-07,13,19.864864864864863,70,16.84206292753603,148,23426.9994,2830.4,6.34,2.1,86,7.42,1015,100,0.0,0.0,Clouds,5-10°C
2018-01-07,14,20.0,120,18.013600304169277,148,24662.0,2834.8,6.54,2.36,85,7.4,1015,100,0.0,0.0,Clouds,5-10°C
2018-01-07,15,20.405405405405407,75,17.038506944041416,148,24451.9997,2833.0,6.27,2.38,87,6.34,1016,100,0.5,0.0,Rain,5-10°C
2018-01-07,16,16.89189189189189,60,14.278634024082109,148,22165.0,2830.8,6.27,2.56,88,5.86,1017,100,0.11,0.0,Rain,5-10°C
2018-01-07,17,13.513513513513514,50,13.163796201263049,148,17575.5001,2820.0664,6.07,2.12,89,6.35,1017,100,0.0,0.0,Clouds,5-10°C
2018-01-07,18,11.52027027027027,50,12.503860407751086,148,17315.9991,2765.7333,6.07,2.19,88,6.17,1017,100,0.0,0.0,Clouds,5-10°C
2018-01-07,19,7.398648648648648,40,9.484494948068146,148,13799.5001,2479.7336,5.98,2.16,88,5.94,1018,100,0.0,0.0,Clouds,5-10°C
2018-01-07,20,4.594594594594595,40,7.457669966626778,148,6236.0003,2340.8667,5.98,2.22,87,5.79,1018,100,0.0,0.0,Clouds,5-10°C
2018-01-07,21,0.0,0,0.0,148,103.9999,2324.0,5.57,1.73,86,5.73,1019,100,0.0,0.0,Clouds,5-10°C
2018-01-07,22,0.0,0,0.0,148,0.0,2464.8,5.57,2.27,85,4.55,1019,98,0.0,0.0,Clouds,5-10°C
2018-01-08,9,6.452702702702703,60,12.687416477100212,148,7871.0001,1855.2,5.13,2.0,90,4.04,1018,72,0.0,0.0,Clouds,5-10°C
2018-01-08,10,15.945945945945946,95,17.988576792438767,148,17289.0,1866.5333,6.1,3.06,90,4.29,1018,96,0.0,0.0,Clouds,5-10°C
2018-01-08,11,20.37162162162162,95,19.73542014340734,148,20125.333,1880.1332,6.88,4.07,89,4.19,1017,99,0.0,0.0,Clouds,5-10°C
2018-01-08,12,20.27027027027027,60,17.783503245467664,148,19498.0004,1885.1333,7.1,4.27,88,4.34,1016,96,0.0,0.0,Clouds,5-10°C
2018-01-08,13,18.47972972972973,60,16.021443791086586,148,18872.4988,1893.9334,8.09,5.48,85,4.36,1016,99,0.0,0.0,Clouds,5-10°C
2018-01-08,14,16.824324324324323,50,15.086470136284689,148,18955.0004,1891.5333,8.06,5.48,85,4.29,1015,88,0.0,0.0,Clouds,5-10°C
2018-01-08,15,20.472972972972972,90,19.564456855575784,148,19215.9997,1878.4,7.56,5.1,86,3.81,1015,54,0.0,0.0,Clouds,5-10°C
2018-01-08,16,19.62837837837838,75,18.127395138168957,148,16972.9993,1832.5334,6.58,4.14,88,3.41,1015,75,0.0,0.0,Clouds,5-10°C
2018-01-08,17,13.75,80,16.140065076704992,148,15238.0,1810.5334,6.79,4.32,90,3.53,1015,93,0.0,0.0,Clouds,5-10°C
2018-01-08,18,8.20945945945946,80,17.152875397428435,148,6758.4998,1814.9333,6.09,3.95,91,2.81,1015,97,0.0,0.0,Clouds,5-10°C
2018-01-08,19,1.114864864864865,55,6.222106352723929,148,284.5001,1805.1333,5.4,2.72,92,3.39,1015,95,0.0,0.0,Clouds,5-10°C
2018-01-08,20,0.0,0,0.0,148,1047.9999,1799.4667,5.37,2.51,92,3.66,1014,98,0.0,0.0,Clouds,5-10°C
2018-01-08,21,0.0,0,0.0,148,68.5,1792.8667,4.81,1.89,92,3.56,1014,97,0.0,0.0,Clouds,<5°C
2018-01-08,22,0.0,0,0.0,148,0.0,1792.0,4.76,1.68,93,3.8,1013,97,0.0,0.0,Clouds,<5°C
2018-01-09,9,6.925675675675675,60,12.930000560956795,148,6659.5,1841.5333,4.76,3.16,98,1.93,1010,99,0.0,0.0,Clouds,<5°C
2018-01-09,10,13.817567567567568,70,16.071285570649373,148,15998.9997,1832.9335,4.98,2.88,97,2.5,1010,100,0.0,0.0,Clouds,<5°C
2018-01-09,11,16.722972972972972,65,15.851273450826282,148,18045.0004,1897.7333,5.19,2.95,94,2.72,1010,100,0.0,0.0,Clouds,5-10°C
2018-01-09,12,17.12837837837838,55,15.898179592621835,148,18579.9999,1912.2667,6.13,3.77,94,3.13,1010,100,0.0,0.0,Clouds,5-10°C
2018-01-09,13,15.608108108108109,65,15.162446958091577,148,18566.5,1902.1333,6.6,4.13,94,3.46,1009,100,0.0,0.0,Clouds,5-10°C
2018-01-09,14,15.844594594594595,120,18.820568007013957,148,17546.9998,1892.0668,6.74,3.96,93,4.07,1009,100,0.0,0.0,Clouds,5-10°C
2018-01-09,15,14.89864864864865,60,14.771152187183535,148,17983.0,1893.8,7.27,4.74,91,3.82,1009,100,0.0,0.0,Clouds,5-10°C
2018-01-09,16,14.56081081081081,60,14.833876632113164,148,16580.9999,1877.5333,7.32,5.21,90,3.12,1009,99,0.0,0.0,Clouds,5-10°C
2018-01-09,17,9.864864864864865,60,12.49416116619761,148,14910.0001,1830.7332,7.76,5.47,94,3.58,1009,96,0.0,0.0,Clouds,5-10°C
2018-01-09,18,4.9324324324324325,50,10.118120178560073,148,5568.3333,1820.6,7.74,5.26,93,3.94,1009,100,0.0,0.0,Clouds,5-10°C
2018-01-09,19,0.0,0,0.0,148,64.5,1812.0,7.73,5.05,92,4.34,1009,100,0.42,0.0,Rain,5-10°C
2018-01-09,20,0.0,0,0.0,148,0.0,1812.0,7.72,4.98,92,4.45,1009,99,0.13,0.0,Rain,5-10°C
2018-01-09,21,0.0,0,0.0,148,0.0,1812.0,7.73,4.98,92,4.49,1009,98,0.0,0.0,Clouds,5-10°C
2018-01-09,22,0.0,0,0.0,148,0.0,1812.0,8.1,5.44,93,4.47,1009,96,0.27,0.0,Rain,5-10°C
2018-01-10,9,5.371621621621622,70,12.248715276464022,148,6787.9993,1874.0001,7.06,4.95,97,3.04,1009,100,0.0,0.0,Clouds,5-10°C
2018-01-10,10,12.39864864864865,60,15.078813295691567,148,14396.0,1879.2667000000001,7.68,5.12,95,4.07,1009,100,0.0,0.0,Clouds,5-10°C
2018-01-10,11,15.608108108108109,70,16.192983756152184,148,16558.4999,1841.2666,8.07,5.7,93,3.87,1009,99,0.0,0.0,Clouds,5-10°C
2018-01-10,12,14.966216216216216,60,14.736883036789266,148,18226.0004,1886.2,8.91,6.88,90,3.57,1009,99,0.0,0.0,Clouds,5-10°C
2018-01-10,13,13.378378378378379,55,13.5678719176171,148,18131.5001,1896.0667,9.05,7.5,88,2.8,1008,99,0.0,0.0,Clouds,5-10°C
2018-01-10,14,12.804054054054054,60,12.952376812210707,148,18745.5,1899.2667,9.08,7.81,85,2.4,1008,100,0.0,0.0,Clouds,5-10°C
2018-01-10,15,14.18918918918919,60,13.752600917323782,148,18476.4998,1900.2667,8.75,7.92,84,1.8,1008,100,0.0,0.0,Clouds,5-10°C
2018-01-10,16,11.925675675675675,60,11.180699609507613,148,17398.0004,1883.9334,8.72,8.11,86,1.57,1008,100,0.0,0.0,Clouds,5-10°C
2018-01-10,17,11.047297297297296,70,14.18120556529531,148,13658.001,1806.2,8.51,7.58,88,1.86,1009,81,0.0,0.0,Clouds,5-10°C
2018-01-10,18,7.0608108108108105,125,16.360407805302433,148,6034.9995,1782.9333,7.57,6.24,93,2.14,1009,77,0.0,0.0,Clouds,5-10°C
2018-01-10,19,0.0,0,0.0,148,180.4999,1760.0,7.51,6.15,92,2.16,1009,91,0.24,0.0,Rain,5-10°C
2018-01-10,20,0.0,0,0.0,148,0.0,1760.0,7.16,5.75,93,2.15,1009,65,0.5,0.0,Rain,5-10°C
2018-01-10,21,0.0,0,0.0,148,0.0,1760.0,7.07,5.75,94,2.03,1009,90,0.46,0.0,Rain,5-10°C
2018-01-10,22,0.0,0,0.0,148,0.0,1760.0,7.01,5.97,97,1.74,1009,77,0.48,0.0,Rain,5-10°C
2018-01-11,9,5.371621621621622,60,11.158889812264052,148,5584.3324999999995,1859.7333,6.56,5.75,97,1.48,1014,62,0.13,0.0,Rain,5-10°C
2018-01-11,10,11.891891891891891,60,14.444420872973073,148,15354.999,1833.1334,6.73,6.73,95,0.64,1015,100,0.11,0.0,Rain,5-10°C
2018-01-11,11,14.02027027027027,60,13.932036001150061,148,18612.9997,1887.4,7.11,7.11,97,0.93,1016,99,0.12,0.0,Rain,5-10°C
2018-01-11,12,14.493243243243244,50,13.636932955405559,148,18177.0002,1890.4668,7.3,6.49,97,1.57,1016,98,0.11,0.0,Rain,5-10°C
2018-01-11,13,13.47972972972973,45,12.585203273012947,148,16485.6661,1887.5333,7.28,5.82,94,2.23,1017,99,0.0,0.0,Clouds,5-10°C
2018-01-11,14,12.162162162162161,70,12.415183842822286,148,18127.4978,1903.8667,7.4,5.69,95,2.57,1017,99,0.0,0.0,Clouds,5-10°C
2018-01-11,15,13.614864864864865,60,13.28419020886948,148,18456.9997,1897.2666,6.55,4.53,95,2.77,1018,100,0.0,0.0,Clouds,5-10°C
2018-01-11,16,12.77027027027027,60,12.209673088713714,148,16711.0005,1894.1999,5.61,3.33,94,2.87,1019,100,0.0,0.0,Clouds,5-10°C
2018-01-11,17,11.621621621621621,80,12.72706976626779,148,13925.4994,1841.0001,5.23,3.05,95,2.65,1020,100,0.0,0.0,Clouds,5-10°C
2018-01-11,18,6.351351351351352,60,12.102096779514964,148,6759.9994,1821.0668,5.75,3.58,96,2.77,1020,100,0.0,0.0,Clouds,5-10°C
2018-01-11,19,0.0,0,0.0,148,90.33359999999999,1812.0667,5.8,3.58,95,2.84,1021,100,0.0,0.0,Clouds,5-10°C
2018-01-11,20,0.0,0,0.0,148,0.0,1813.1333,6.09,3.84,95,2.97,1022,100,0.0,0.0,Clouds,5-10°C
2018-01-11,21,0.0,0,0.0,148,0.0,1812.0,5.93,3.61,95,3.02,1022,100,0.0,0.0,Clouds,5-10°C
2018-01-11,22,0.0,0,0.0,148,0.0,1812.0,5.93,3.51,96,3.17,1023,99,0.0,0.0,Clouds,5-10°C
2018-01-12,9,5.641891891891892,60,12.334350096975674,148,6086.67,1872.0666,4.98,2.21,94,3.39,1026,100,0.0,0.0,Clouds,<5°C
2018-01-12,10,13.47972972972973,60,15.40450927647181,148,15590.004,1828.3335,5.04,2.32,95,3.34,1027,100,0.0,0.0,Clouds,5-10°C
2018-01-12,11,16.4527027027027,60,15.846343151817797,148,18056.6708,1848.8001,5.06,2.78,93,2.73,1026,100,0.0,0.0,Clouds,5-10°C
2018-01-12,12,17.736486486486488,60,16.601926569002085,148,18026.0027,1866.9334,5.88,4.08,93,2.34,1026,100,0.0,0.0,Clouds,5-10°C
2018-01-12,13,14.45945945945946,40,12.766014820597139,148,18667.004,1906.9333,5.9,4.18,89,2.25,1025,100,0.0,0.0,Clouds,5-10°C
2018-01-12,14,14.256756756756756,100,16.906755732837038,148,18483.3373,1912.0,5.96,4.28,88,2.22,1025,100,0.0,0.0,Clouds,5-10°C
2018-01-12,15,15.675675675675675,90,16.999886440683625,148,17179.503,1896.8667,5.81,4.46,87,1.86,1025,100,0.0,0.0,Clouds,5-10°C
2018-01-12,16,15.472972972972974,75,15.40096557885801,148,14125.5039,1860.8001,5.91,5.91,88,1.31,1025,100,0.0,0.0,Clouds,5-10°C
2018-01-12,17,11.756756756756756,80,14.531982846956565,148,13737.0043,1820.5332,5.97,5.97,92,1.05,1025,100,0.0,0.0,Clouds,5-10°C
2018-01-12,18,6.351351351351352,80,14.921502023966042,148,5230.9998,1831.0666,5.94,5.94,91,1.3,1026,100,0.0,0.0,Clouds,5-10°C
2018-01-12,19,5.945945945945946,75,14.654192492338174,148,231.5,1828.0,5.82,4.93,90,1.46,1025,100,0.0,0.0,Clouds,5-10°C
2018-01-12,20,5.945945945945946,75,14.654192492338176,148,0.0,1826.4667,5.11,4.22,90,1.39,1026,100,0.0,0.0,Clouds,5-10°C
2018-01-12,21,5.945945945945946,75,14.654192492338174,148,0.0,1817.3333,4.85,3.84,91,1.45,1025,95,0.0,0.0,Clouds,<5°C
2018-01-12,22,5.945945945945946,75,14.654192492338176,148,0.0,1816.0,3.84,3.84,95,1.12,1025,86,0.0,0.0,Clouds,<5°C
2018-01-13,9,9.02027027027027,75,17.0798323983694,148,8750.6665,1859.4667,3.76,0.5,96,3.73,1022,56,0.0,0.0,Clouds,<5°C
2018-01-13,10,21.58783783783784,75,23.32145345409715,148,17837.4996,1883.8,4.07,1.07,93,3.44,1022,100,0.0,0.0,Clouds,<5°C
2018-01-13,11,30.37162162162162,90,26.115202757005914,148,19497.0012,1921.0666,4.08,1.34,91,3.08,1021,100,0.0,0.0,Clouds,<5°C
2018-01-13,12,31.013513513513512,95,25.56144697087225,148,19960.9997,1921.4666,4.09,0.95,89,3.67,1021,100,0.0,0.0,Clouds,<5°C
2018-01-13,13,28.58108108108108,75,23.883507961872134,148,19458.5,1911.6666,4.63,1.02,87,4.71,1020,94,0.0,0.0,Clouds,<5°C
2018-01-13,14,29.054054054054053,100,24.814628060193964,148,19363.5,1901.3999,5.07,1.41,85,5.03,1019,81,0.0,0.0,Clouds,5-10°C
2018-01-13,15,32.736486486486484,90,27.05081172131677,148,19973.8331,1905.7332000000001,5.55,2.1,84,4.85,1018,97,0.0,0.0,Clouds,5-10°C
2018-01-13,16,29.256756756756758,80,23.67843578834141,148,17124.4993,1905.4666,4.73,1.63,85,3.83,1018,90,0.0,0.0,Clouds,<5°C
2018-01-13,17,22.027027027027028,80,23.825027127621865,148,15533.4988,1898.2,4.35,1.83,87,2.86,1018,80,0.0,0.0,Clouds,<5°C
2018-01-13,18,19.18918918918919,75,23.160590311039147,148,15047.9999,1887.2667,3.47,0.83,88,2.8,1017,85,0.0,0.0,Clouds,<5°C
2018-01-13,19,11.25,60,16.87161404680114,148,13432.9995,1835.5333,3.18,0.2,88,3.15,1017,95,0.0,0.0,Clouds,<5°C
