date,wait_time_mean,wait_time_max,wait_time_std,total_guests,temp_mean,temp_min,temp_max,feels_like_mean,humidity_mean,wind_speed_mean,wind_speed_max,pressure_mean,clouds_mean,rain_total,snow_total,visibility_mean,weather_main,temp_category,has_rain,has_snow
2018-01-11,8.269787644787645,80,12.31276358622064,148286.3279,6.2508333333333335,5.23,7.4,4.88375,96.75,2.0625,3.22,1016.0,85.125,1.27,0.0,,Clouds,0-10°C,True,False
2018-01-12,11.076254826254827,100,15.7271820369234,145414.1998,5.175833333333333,2.99,5.97,3.4258333333333333,93.45833333333333,2.459166666666667,3.91,1025.0833333333333,98.45833333333333,0.0,0.0,,Clouds,0-10°C,False,False
2018-01-13,19.247104247104247,100,23.87371695987438,193573.1638,3.69,1.98,5.55,0.9554166666666667,92.33333333333333,3.0870833333333336,5.03,1020.25,72.875,0.0,0.0,,Clouds,0-10°C,False,False
2018-01-14,18.250482625482626,300,24.103260472131826,183954.9269,3.4295833333333334,0.36,7.94,2.005,89.41666666666667,1.5820833333333333,2.37,1017.3333333333334,56.875,0.0,0.0,,Clouds,0-10°C,False,False
2018-01-15,9.47635135135135,80,14.989241936699074,137593.0991,6.743333333333333,4.24,9.69,3.0216666666666665,90.95833333333333,6.853750000000001,10.71,1009.5416666666666,89.08333333333333,6.51,0.0,,Clouds,0-10°C,True,False
2018-01-16,8.081563706563706,90,12.330927379183816,134289.3002,7.417083333333333,4.81,9.84,3.5087499999999996,84.875,7.395833333333333,8.21,1002.0,80.70833333333333,9.28,0.0,,Rain,0-10°C,True,False
2018-01-17,7.533783783783784,110,12.109623915456577,143296.1677,5.28125,3.2,7.97,0.7720833333333333,78.625,7.318333333333334,8.92,1010.9583333333334,55.791666666666664,2.5,0.0,,Clouds,0-10°C,True,False
2018-01-18,6.100386100386101,55,9.59189259325704,144604.1673,8.402916666666666,5.8,10.71,5.602916666666666,87.625,7.28875,10.27,1007.5833333333334,83.70833333333333,9.59,0.0,,Rain,0-10°C,True,False
2018-01-19,7.726833976833976,80,11.890238968522862,151275.5008,4.79875,3.74,6.22,1.4445833333333333,86.75,4.308333333333334,4.93,1013.5416666666666,48.583333333333336,1.1600000000000001,0.0,,Clouds,0-10°C,True,False
2018-01-20,15.637065637065637,100,20.783297919459635,189385.0008,6.844166666666666,3.57,10.42,3.7175,92.625,5.93875,8.17,1005.2916666666666,95.125,10.92,0.0,,Rain,0-10°C,True,False
2018-01-21,13.416988416988417,120,20.16479333875861,173440.3084,6.652083333333334,4.82,10.78,4.6575,93.625,3.731666666666667,6.89,1014.5,99.79166666666667,11.74,0.0,,Rain,0-10°C,True,False
2018-01-22,8.868243243243244,90,13.749518764334974,143516.6472,10.481666666666667,8.3,12.15,9.644583333333333,91.83333333333333,5.070833333333334,7.16,1014.1666666666666,79.95833333333333,17.3,0.0,,Rain,10-15°C,True,False
2018-01-23,7.528957528957529,75,11.23147141061433,157622.6658,9.371666666666668,7.72,11.84,7.7370833333333335,91.08333333333333,4.58375,5.98,1024.1666666666667,84.83333333333333,0.11,0.0,,Clouds,0-10°C,True,False
2018-01-24,7.502413127413128,80,11.261562284881435,149498.2649,11.833333333333334,10.76,13.04,11.350416666666668,87.25,6.6570833333333335,7.77,1018.6666666666666,92.54166666666667,0.33,0.0,,Clouds,10-15°C,True,False
2018-01-25,6.802606177606178,60,10.279584290018102,146391.9411,8.622916666666667,7.56,9.75,6.549166666666667,93.20833333333333,3.73625,7.39,1014.1666666666666,100.0,11.58,0.0,,Rain,0-10°C,True,False
2018-01-26,10.284749034749035,80,14.516711395457794,166940.4637,6.4312499999999995,4.2,8.98,5.007083333333333,92.0,2.0770833333333334,2.83,1019.625,84.16666666666667,0.0,0.0,,Clouds,0-10°C,False,False
2018-01-27,20.538127413127413,120,25.128111996778227,195170.976,3.8666666666666667,2.74,5.51,1.6454166666666667,95.29166666666667,2.9608333333333334,5.58,1032.2916666666667,81.54166666666667,0.0,0.0,,Clouds,0-10°C,False,False
2018-01-28,18.091216216216218,300,24.589588860254214,186854.4875,7.939166666666666,4.29,10.34,5.668333333333333,93.95833333333333,4.085416666666666,5.39,1036.2916666666667,99.79166666666667,0.11,0.0,,Clouds,0-10°C,True,False
2018-01-29,11.829150579150578,90,17.033320362206943,160771.4945,9.6775,9.04,10.47,8.040833333333333,89.45833333333333,3.99,5.83,1033.2083333333333,98.95833333333333,0.22,0.0,,Clouds,0-10°C,True,False
2018-01-30,7.808880308880309,75,12.582941949460187,149598.6686,9.37875,8.47,10.68,8.206249999999999,91.95833333333333,2.8141666666666665,4.96,1029.0,95.25,1.06,0.0,,Clouds,0-10°C,True,False
2018-01-31,5.405405405405405,75,9.748390882568911,117353.4925,7.857083333333333,4.65,9.05,4.432083333333334,91.625,6.402916666666666,8.58,1013.125,94.75,13.79,0.0,,Rain,0-10°C,True,False
2018-02-01,8.342181467181467,105,12.57868318087519,154781.9752,3.890833333333333,2.13,7.48,0.4675,86.45833333333333,4.1154166666666665,5.17,1005.7083333333334,41.583333333333336,0.5,0.0,,Clouds,0-10°C,True,False
2018-02-02,9.23503861003861,60,13.093699691318252,165236.6926,3.964166666666667,2.22,6.06,0.7958333333333334,90.58333333333333,3.7458333333333336,4.93,1009.9166666666666,52.416666666666664,2.03,0.0,,Clouds,0-10°C,True,False
2018-02-03,17.9753861003861,120,22.86759639938226,191668.102,3.3575,1.85,4.45,1.1829166666666666,93.875,2.3625000000000003,3.52,1008.5833333333334,75.25,3.05,0.0,,Rain,0-10°C,True,False
2018-02-04,16.561293436293436,100,22.12595321703083,181509.59649999999,1.8770833333333332,-0.22,3.77,-2.0679166666666666,85.45833333333333,4.557083333333334,7.0,1017.1666666666666,62.0,3.84,1.26,,Rain,0-10°C,True,True
2018-02-05,11.698841698841699,90,17.388953425000594,161121.9981,-0.4816666666666667,-1.96,0.99,-5.046666666666667,84.08333333333333,4.282916666666667,5.57,1019.9583333333334,56.375,0.0,1.88,,Clear,<0°C,False,True
2018-02-06,8.407335907335908,75,13.475019513547727,119985.3541,-0.5775,-1.23,0.17,-4.8933333333333335,96.91666666666667,3.888333333333333,4.89,1011.5416666666666,99.29166666666667,0.0,9.93,,Snow,<0°C,False,True
2018-02-07,6.976351351351352,90,12.224399558901526,89258.4164,-1.6608333333333334,-4.42,-0.14,-5.946666666666666,92.41666666666667,3.5629166666666667,4.31,1016.0416666666666,79.16666666666667,0.0,3.77,,Clouds,<0°C,False,True
2018-02-08,9.536679536679536,90,15.474238531008243,120439.1856,-2.3745833333333333,-6.93,2.74,-5.218333333333333,88.04166666666667,2.1483333333333334,3.33,1021.4583333333334,20.75,0.0,0.0,,Clear,<0°C,False,False
2018-02-09,9.473938223938225,180,16.433977367101697,120892.8324,-1.4275,-4.71,1.11,-5.810833333333334,93.91666666666667,3.7716666666666665,4.93,1015.6666666666666,64.66666666666667,0.0,4.58,,Clouds,<0°C,False,True
2018-02-10,19.191602316602317,145,25.615276913156094,155013.6651,1.4379166666666665,-3.03,5.1,-2.32,89.70833333333333,3.950416666666667,7.5,1018.4166666666666,56.083333333333336,2.0,0.1,,Clouds,0-10°C,True,True
2018-02-11,18.407335907335906,115,22.37842532628511,198308.1669,4.017083333333333,0.76,7.49,0.016666666666666646,90.5,5.309583333333333,7.54,1008.9166666666666,90.79166666666667,5.87,0.0,,Clouds,0-10°C,True,False
2018-02-12,20.033783783783782,120,24.369377400124442,183087.5365,1.8770833333333332,-0.82,6.13,-1.3879166666666667,81.54166666666667,3.202916666666667,4.07,1018.0,20.5,0.0,0.0,,Clear,0-10°C,False,False
2018-02-13,16.795366795366796,160,21.929733222029707,129984.4881,0.9408333333333334,-1.23,4.42,-3.50125,83.58333333333333,4.834583333333334,7.11,1010.8333333333334,69.08333333333333,0.6299999999999999,1.1400000000000001,,Clouds,0-10°C,True,True
2018-02-14,15.200289575289576,180,20.058363416261052,198825.3313,2.34875,0.63,4.35,-1.2420833333333334,88.41666666666667,4.136666666666667,6.67,1012.375,93.08333333333333,1.53,0.0,,Clouds,0-10°C,True,False
2018-02-15,15.400579150579151,120,20.73804239479779,190107.7562,7.580416666666667,3.79,10.91,5.527083333333334,94.625,3.5879166666666666,5.83,1014.0833333333334,99.95833333333333,11.8,0.0,,Rain,0-10°C,True,False
2018-02-16,16.55888030888031,300,20.874933003732988,202454.1672,5.167916666666667,1.47,8.76,3.495416666666667,82.20833333333333,2.1891666666666665,4.11,1025.5,81.0,0.0,0.0,,Clouds,0-10°C,False,False
2018-02-17,21.768822393822393,120,24.236703592420856,238066.5364,4.601666666666667,1.03,8.54,2.5854166666666667,83.125,2.441666666666667,3.77,1021.4166666666666,68.625,6.02,0.0,,Clouds,0-10°C,True,False
2018-02-18,20.04826254826255,120,22.846613148852775,215566.9319,3.0741666666666667,-0.13,8.1,0.6729166666666666,88.04166666666667,2.505,3.23,1024.3333333333333,72.04166666666667,0.0,0.0,,Clouds,0-10°C,False,False
2018-02-19,14.797297297297296,120,19.24347625809409,196338.3904,2.6641666666666666,-0.46,4.97,0.58875,88.875,2.0575,2.52,1018.9583333333334,99.41666666666667,3.59,0.0,,Clouds,0-10°C,True,False
2018-02-20,13.438706563706564,120,17.65425518368248,191028.6017,4.0687500000000005,2.76,6.48,1.75,88.58333333333333,2.61,3.67,1017.2083333333334,89.75,1.17,0.0,,Clouds,0-10°C,True,False
2018-02-21,14.577702702702704,125,18.71803394376334,194141.9996,1.70125,-0.81,4.76,-2.4737500000000003,79.33333333333333,4.495416666666666,5.61,1021.5416666666666,14.0,0.0,0.0,,Clear,0-10°C,False,False
2018-02-22,15.412644787644787,90,19.456301104861485,190112.735,0.8325,-2.2,4.74,-3.7816666666666667,71.25,4.922083333333333,6.72,1018.4166666666666,5.75,0.0,0.0,,Clear,0-10°C,False,False
2018-02-23,14.186776061776062,100,18.366470585006912,183836.6672,0.1745833333333333,-2.62,3.67,-4.589583333333334,65.125,4.859166666666667,6.06,1016.25,0.4583333333333333,0.0,0.0,,Clear,0-10°C,False,False
2018-02-24,19.91554054054054,90,22.358090705329314,222339.3362,1.13625,-2.59,5.56,-3.6529166666666666,58.25,5.40125,6.39,1016.2916666666666,3.625,0.0,0.0,,Clear,0-10°C,False,False
2018-02-25,18.54488416988417,100,22.08241253567096,191588.8789,-0.39333333333333337,-2.79,2.78,-5.739583333333333,51.208333333333336,5.646249999999999,6.99,1021.9583333333334,1.0,0.0,0.0,,Clear,<0°C,False,False
2018-02-26,17.644787644787645,120,22.244922637568497,184620.6878,-2.9675,-4.9,-0.41,-9.202916666666667,54.625,6.102083333333333,8.11,1023.9166666666666,35.125,0.0,0.0,,Clear,<0°C,False,False
2018-02-27,17.309362934362934,120,23.262143688835604,169087.8867,-4.957916666666667,-7.14,-2.19,-10.279583333333333,63.916666666666664,4.051666666666667,5.97,1019.5833333333334,67.45833333333333,0.0,0.0,,Clouds,<0°C,False,False
2018-02-28,14.857625482625483,100,20.44864962818595,179268.6397,-4.640833333333334,-8.57,-1.33,-10.86625,56.166666666666664,5.577083333333333,7.45,1011.25,47.916666666666664,0.0,0.12,,Clouds,<0°C,False,True
2018-03-01,15.711872586872587,110,21.105663993342766,159604.4743,-1.3429166666666665,-5.2,1.96,-7.351666666666667,73.70833333333333,6.4325,7.53,995.625,98.91666666666667,0.0,2.13,,Clouds,<0°C,False,True
2018-03-02,15.258204633204633,90,19.677958419811187,187894.2166,3.4150000000000005,0.78,8.93,-0.2958333333333334,81.45833333333333,4.479166666666667,6.46,990.7916666666666,82.875,1.26,2.79,,Clouds,0-10°C,True,True
2018-03-03,21.971525096525095,90,24.259892922808216,229561.8364,4.877916666666667,0.58,10.19,1.9541666666666666,84.45833333333333,3.5933333333333333,4.83,993.2083333333334,66.20833333333333,0.47,0.0,,Clouds,0-10°C,True,False
2018-03-04,16.570945945945947,90,20.140280259133423,212049.8913,5.014166666666667,2.58,7.35,2.0520833333333335,93.20833333333333,3.7570833333333336,4.94,993.9583333333334,76.16666666666667,2.92,0.0,,Clouds,0-10°C,True,False
2018-03-05,20.014478764478763,120,23.38299891296497,206554.6309,7.99625,4.3,12.44,6.185416666666666,82.54166666666667,2.9612499999999997,4.1,992.2083333333334,84.29166666666667,0.0,0.0,,Clouds,0-10°C,False,False
2018-03-06,19.02992277992278,100,23.0900044928177,193892.3317,7.888750000000001,5.29,11.18,5.817083333333334,84.79166666666667,3.3983333333333334,4.1,991.25,84.41666666666667,0.28,0.0,,Clouds,0-10°C,True,False
2018-03-07,14.99034749034749,120,19.800426361311494,183928.0023,6.0825,4.15,9.14,3.0491666666666664,88.08333333333333,4.45125,6.08,997.4166666666666,75.0,5.98,0.0,,Rain,0-10°C,True,False
2018-03-08,18.07915057915058,150,24.141513213029587,184073.8355,5.978333333333333,3.74,9.77,2.9433333333333334,86.20833333333333,4.8533333333333335,8.73,1004.0833333333334,77.08333333333333,4.43,0.0,,Clouds,0-10°C,True,False
2018-03-09,16.747104247104247,95,20.883150601770893,196162.6666,9.299583333333333,5.23,13.35,8.194166666666666,85.66666666666667,3.34125,4.69,1004.9166666666666,89.91666666666667,4.4399999999999995,0.0,,Clouds,0-10°C,True,False
2018-03-10,23.687258687258687,120,26.488787963926328,217686.834,13.030416666666667,10.67,16.96,12.6225,85.54166666666667,3.9458333333333333,5.09,999.6666666666666,97.375,6.09,0.0,,Clouds,10-15°C,True,False
2018-03-11,20.106177606177607,100,23.172214843776214,212552.1685,13.246250000000002,10.07,17.41,12.78125,82.5,3.5725,5.5,993.2083333333334,73.16666666666667,10.37,0.0,,Clouds,10-15°C,True,False
2018-03-12,14.958976833976834,90,19.205884854702607,172819.4008,10.481666666666667,8.47,12.23,9.134583333333333,79.08333333333333,6.954583333333333,8.7,995.0833333333334,66.0,4.88,0.0,,Clouds,10-15°C,True,False
2018-03-13,12.591698841698841,120,17.220312100153446,179134.0277,9.002083333333333,7.32,11.77,6.923749999999999,81.79166666666667,4.4904166666666665,6.68,1008.5,81.20833333333333,2.47,0.0,,Clouds,0-10°C,True,False
2018-03-14,12.811293436293436,90,16.37912746104393,194972.7318,8.8825,2.69,13.58,7.30375,74.70833333333333,4.4675,6.71,1006.0416666666666,77.58333333333333,0.0,0.0,,Clouds,0-10°C,False,False
2018-03-15,10.97972972972973,75,14.243538585218527,189145.6655,10.011666666666667,8.67,12.97,8.207916666666668,83.45833333333333,3.984583333333333,5.02,993.125,93.0,4.54,0.0,,Clouds,10-15°C,True,False
2018-03-16,17.784749034749034,120,21.342915398242145,195886.8332,9.335416666666667,6.69,12.96,7.822916666666667,82.625,2.9516666666666667,5.08,1001.1666666666666,78.29166666666667,0.38,0.0,,Clouds,0-10°C,True,False
2018-03-17,26.071428571428573,300,31.53004306880242,232736.9992,3.73875,0.25,7.07,0.7954166666666667,93.16666666666667,3.3216666666666668,5.12,999.375,99.29166666666667,1.65,1.87,,Clouds,0-10°C,True,True
2018-03-18,19.705598455598455,125,24.448236738117707,206907.1653,-0.44249999999999995,-1.41,1.08,-4.194999999999999,86.08333333333333,3.36875,4.77,1003.875,97.25,0.0,1.35,,Clouds,<0°C,False,True
2018-03-19,14.621138996138995,100,19.604091972657507,169820.5005,-0.26416666666666666,-2.38,1.05,-3.484166666666667,85.125,2.8874999999999997,4.45,1009.4583333333334,97.375,0.0,0.6100000000000001,,Clouds,<0°C,False,True
2018-03-20,15.188223938223938,180,20.74920478267821,185859.4936,2.48,-2.2,7.49,-2.0308333333333333,66.45833333333333,5.526666666666666,7.6,1021.7916666666666,40.625,0.16,0.0,,Clouds,0-10°C,True,False
2018-03-21,13.943050193050192,120,18.0345887951334,185664.3332,3.1304166666666666,-0.11,7.61,-0.1529166666666667,75.75,3.6508333333333334,4.87,1030.2916666666667,35.583333333333336,0.0,0.0,,Clouds,0-10°C,False,False
2018-03-22,15.383687258687258,90,19.238521239508607,184798.3329,4.52125,-0.53,7.78,1.7479166666666668,81.95833333333333,3.469583333333333,4.95,1022.2916666666666,96.04166666666667,0.0,0.0,,Clouds,0-10°C,False,False
2018-03-23,13.677606177606178,120,18.66470318065988,197867.9998,5.689166666666666,4.57,6.74,3.0925,81.875,3.5683333333333334,5.37,1008.0416666666666,91.91666666666667,0.0,0.0,,Clouds,0-10°C,False,False
2018-03-24,31.889478764478763,200,34.7810124487687,241650.1669,8.298333333333334,5.08,12.62,6.627916666666667,73.41666666666667,2.5325,3.67,999.3333333333334,67.83333333333333,0.19,0.0,,Clouds,0-10°C,True,False
2018-03-25,23.68243243243243,120,26.4953832019673,234168.9998,9.856666666666667,5.24,15.21,8.840416666666668,72.5,2.0725000000000002,3.43,1007.5833333333334,45.375,0.0,0.0,,Clouds,0-10°C,False,False
2018-03-26,18.8996138996139,125,23.28202502732149,206610.2994,8.925416666666667,5.5,12.51,7.310416666666666,70.83333333333333,2.8329166666666663,3.9,1016.875,59.0,1.29,0.0,,Clouds,0-10°C,True,False
2018-03-27,14.587355212355213,90,20.373411592234557,183961.6653,8.300833333333333,5.48,12.56,6.240416666666667,88.41666666666667,4.3637500000000005,6.06,1012.375,99.25,7.12,0.0,,Clouds,0-10°C,True,False
2018-03-28,13.805501930501931,300,20.09956647098588,177383.3061,8.150416666666667,3.35,13.24,5.989999999999999,85.66666666666667,4.815416666666667,7.93,1006.5416666666666,83.45833333333333,10.02,0.0,,Clouds,0-10°C,True,False
2018-03-29,20.786679536679536,120,26.401952874261127,201281.1421,6.997916666666666,2.32,11.28,4.949583333333333,77.58333333333333,3.7595833333333335,6.59,1006.3333333333334,64.375,0.9,0.0,,Clouds,0-10°C,True,False
2018-03-30,20.16650579150579,120,26.015517000818193,197354.1654,7.2683333333333335,4.89,10.45,4.639583333333333,81.625,4.446666666666666,7.9,998.0416666666666,74.29166666666667,2.84,0.0,,Clouds,0-10°C,True,False
2018-03-31,21.85810810810811,120,24.527857257484754,238299.3403,7.28625,4.01,10.46,5.171666666666667,79.08333333333333,3.4154166666666668,4.68,1000.75,83.0,0.27,0.0,,Clouds,0-10°C,True,False
2018-04-01,23.185328185328185,120,24.67976290883928,246301.1667,7.777083333333334,5.71,10.38,5.460416666666667,72.95833333333333,3.7554166666666666,5.86,1012.4166666666666,80.70833333333333,0.85,0.0,,Clouds,0-10°C,True,False
2018-04-02,22.0246138996139,120,23.79679937305251,229086.5075,10.91625,6.79,15.04,9.375833333333334,67.125,4.224583333333333,5.18,1004.5416666666666,97.91666666666667,2.46,0.0,,Clouds,10-15°C,True,False
2018-04-03,21.780888030888033,120,24.7540145763583,211963.0001,11.24375,7.58,14.19,10.181666666666667,79.83333333333333,5.154166666666667,7.5,1001.1666666666666,76.33333333333333,7.909999999999999,0.0,,Clouds,10-15°C,True,False
2018-04-04,19.98069498069498,300,23.980408346222625,205986.3356,10.683750000000002,8.05,14.16,9.290000000000001,82.16666666666667,5.510833333333333,7.3,1001.5,80.54166666666667,3.72,0.0,,Rain,10-15°C,True,False
2018-04-05,20.818050193050194,120,24.044145028489314,223923.6677,8.528333333333334,5.48,10.64,6.252083333333334,72.58333333333333,3.9525,6.59,1016.0416666666666,87.54166666666667,0.4,0.0,,Clouds,0-10°C,True,False
2018-04-06,22.743725868725868,120,25.944978724637064,226692.1335,11.332083333333335,4.0,18.54,9.422916666666667,65.25,4.793333333333333,5.64,1013.0416666666666,33.916666666666664,0.0,0.0,,Clouds,10-15°C,False,False
2018-04-07,22.51689189189189,120,23.79799309839473,238411.6652,15.56875,10.53,20.67,14.930416666666666,67.0,3.10375,4.47,1007.9583333333334,68.33333333333333,1.2000000000000002,0.0,,Clouds,15-20°C,True,False
2018-04-08,20.36438223938224,100,21.646382093882423,231758.00029999999,15.747916666666667,10.6,22.37,15.157916666666667,68.16666666666667,2.6683333333333334,4.02,1006.3333333333334,72.625,0.33999999999999997,0.0,,Clouds,15-20°C,True,False
2018-04-09,15.871138996138995,90,19.362767166591752,207206.8308,12.114583333333334,10.58,14.11,11.768749999999999,91.41666666666667,2.250833333333333,4.09,1005.2916666666666,99.29166666666667,9.63,0.0,,Rain,10-15°C,True,False
2018-04-10,21.20415057915058,300,25.77687797426139,206789.6666,12.234166666666667,9.32,15.38,11.230416666666668,77.16666666666667,4.23625,6.28,1000.9166666666666,57.583333333333336,0.41,0.0,,Clouds,10-15°C,True,False
2018-04-11,18.216698841698843,150,21.411284882931188,236461.2537,12.530416666666667,6.38,17.83,11.24375,68.625,2.76625,3.51,1003.5,67.875,0.0,0.0,,Clouds,10-15°C,False,False
2018-04-12,15.579150579150578,120,20.833142022292574,230063.9328,10.729583333333332,8.13,13.51,9.765,84.91666666666667,1.8062500000000001,3.83,1000.375,84.25,4.73,0.0,,Clouds,10-15°C,True,False
2018-04-13,16.89430501930502,130,20.340413597107954,236354.1042,12.650416666666667,8.17,17.61,11.922083333333333,80.5,2.445,3.62,1008.375,61.833333333333336,0.0,0.0,,Clouds,10-15°C,False,False
2018-04-14,21.679536679536678,150,24.01567985658598,256940.4647,12.07875,7.79,16.28,11.387500000000001,83.5,2.5316666666666667,3.74,1016.375,67.16666666666667,0.46,0.0,,Clouds,10-15°C,True,False
2018-04-15,17.7027027027027,120,20.977614069863982,249669.534,13.084166666666667,8.04,17.18,12.245,80.0,3.060833333333333,3.92,1012.875,67.625,0.0,0.0,,Clouds,10-15°C,False,False
2018-04-16,15.248552123552123,75,16.49659396910588,238679.7346,12.082500000000001,8.03,16.2,11.185833333333333,75.95833333333333,2.1475,3.1,1017.3333333333334,88.25,0.0,0.0,,Clouds,10-15°C,False,False
2018-04-17,17.28281853281853,120,18.80742156463975,240987.3867,14.573333333333332,6.09,21.79,13.745833333333332,69.625,2.3554166666666667,3.37,1024.6666666666667,33.541666666666664,0.0,0.0,,Clouds,10-15°C,False,False
2018-04-18,14.659749034749035,120,16.815313475988205,227741.7293,17.865416666666665,8.49,25.68,17.280416666666667,61.541666666666664,3.2695833333333333,4.32,1027.0,12.416666666666666,0.0,0.0,,Clear,15-20°C,False,False
2018-04-19,16.143822393822393,100,17.925878034180144,214580.1315,20.255,12.16,27.69,19.964166666666667,62.458333333333336,2.299583333333333,3.57,1024.2083333333333,5.375,0.0,0.0,,Clear,20-25°C,False,False
2018-04-20,13.904440154440154,90,15.967329621275619,219002.5004,21.012916666666666,12.8,27.98,20.772916666666667,62.208333333333336,1.8733333333333333,3.3,1022.6666666666666,6.541666666666667,0.0,0.0,,Clear,20-25°C,False,False
2018-04-21,20.35472972972973,300,24.84052732925541,232203.167,20.2825,12.98,26.41,20.07375,64.0,2.21875,3.15,1018.9166666666666,18.916666666666668,0.0,0.0,,Clouds,20-25°C,False,False
2018-04-22,16.187258687258687,90,17.367548614347562,234860.3335,20.437083333333334,14.98,26.48,20.28,66.54166666666667,3.7795833333333335,5.4,1013.125,36.0,0.11,0.0,,Clouds,20-25°C,True,False
2018-04-23,15.61534749034749,95,17.04568848335163,234003.3342,15.060833333333333,11.07,18.66,14.537083333333333,73.375,2.8166666666666664,4.04,1018.4166666666666,87.70833333333333,0.0,0.0,,Clouds,15-20°C,False,False
2018-04-24,17.39864864864865,120,19.122198670581994,226063.6643,14.844166666666666,8.87,20.66,14.378333333333332,73.45833333333333,2.5749999999999997,3.98,1017.9583333333334,70.79166666666667,0.0,0.0,,Clouds,10-15°C,False,False
2018-04-25,14.102316602316602,95,16.52486397366979,216368.8354,13.21875,9.85,16.12,12.625833333333333,79.45833333333333,4.19625,5.65,1016.0833333333334,46.208333333333336,3.38,0.0,,Clouds,10-15°C,True,False
2018-04-26,20.38368725868726,120,22.08276395399964,236460.5008,11.164166666666667,6.33,15.27,9.636666666666667,68.0,3.422083333333333,4.93,1020.0416666666666,53.958333333333336,0.11,0.0,,Clouds,10-15°C,True,False
2018-04-27,19.613899613899616,205,21.201148804218132,235016.6676,13.2525,6.47,18.97,12.157916666666667,62.208333333333336,4.7325,7.15,1010.375,66.375,0.0,0.0,,Clouds,10-15°C,False,False
2018-04-28,22.485521235521237,200,23.569652529179177,242851.5002,12.796666666666667,10.48,15.44,12.040416666666667,73.08333333333333,3.964166666666667,6.71,1011.4166666666666,82.25,0.11,0.0,,Clouds,10-15°C,True,False
2018-04-29,18.09604247104247,120,21.37774904653438,214733.1648,10.424166666666666,9.07,11.76,9.917916666666667,95.125,3.0658333333333334,4.43,1003.9166666666666,99.875,26.19,0.0,,Rain,10-15°C,True,False
2018-04-30,17.9753861003861,120,25.04878624344853,198020.1669,6.276666666666666,4.63,10.02,2.36375,93.33333333333333,6.810833333333334,9.83,1004.0,99.95833333333333,13.8,0.0,,Rain,0-10°C,True,False
2018-05-01,22.830598455598455,120,24.11117758685335,242207.6626,8.604166666666666,4.17,13.24,6.78125,77.875,3.0941666666666667,4.14,1013.9583333333334,89.08333333333333,0.22999999999999998,0.0,,Clouds,0-10°C,True,False
2018-05-02,18.202220077220076,120,19.699312218379156,232960.0017,10.957916666666668,3.51,16.63,9.58,72.58333333333333,3.80125,5.58,1012.375,40.0,0.28,0.0,,Clear,10-15°C,True,False
2018-05-03,19.997586872586872,120,21.5124074328269,241483.5003,11.525833333333333,6.16,16.17,10.120833333333334,70.16666666666667,3.795,4.72,1017.875,35.375,0.0,0.0,,Clouds,10-15°C,False,False
