date,ENTITY_DESCRIPTION_SHORT,wait_time_avg,guests_sum,adjcap_sum,open_min_sum,up_min_sum,nb_units_med,nb_max_unit,utilization,availability,eff_cap,dow,month,attendance,scheduled_open_min,temp,feels_like,dew_point,pressure,humidity,wind_speed,wind_deg,wind_gust,clouds_all,rain_1h,rain_3h,snow_1h,snow_3h,visibility,weather_main,weather_description,weather_icon,weather_id,covid,post_covid,season
2018-01-01,Go-Karts,34.71153846153846,16348.0,21879.433,767,767,4.0,4.0,0.7471857246026439,1.0,21879.433,0,1,,767.0,7.305,3.01,4.425,1007.5,82.5,7.885,237.0,3.95,69.5,0.82,0.72,0.29500000000000004,,,Clouds,light rain,10d,500,0,0,winter
2018-01-01,Haunted House,10.869565217391305,6564.0001,9690.0,676,646,9.0,9.0,0.677399391124871,0.9556213017751479,9259.970414201183,0,1,,676.0,7.305,3.01,4.425,1007.5,82.5,7.885,237.0,3.95,69.5,0.82,0.72,0.29500000000000004,,,Clouds,light rain,10d,500,0,0,winter
2018-01-01,Himalaya Ride,4.705882352941177,3021.0,15020.0,751,751,1.0,1.0,0.2011318242343542,1.0,15020.0,0,1,,751.0,7.305,3.01,4.425,1007.5,82.5,7.885,237.0,3.95,69.5,0.82,0.72,0.29500000000000004,,,Clouds,light rain,10d,500,0,0,winter
2018-01-01,Inverted Coaster,38.0,4879.0,9425.4167,437,431,2.0,3.0,0.5176428963612824,0.9862700228832952,9296.005944393593,0,1,,437.0,7.305,3.01,4.425,1007.5,82.5,7.885,237.0,3.95,69.5,0.82,0.72,0.29500000000000004,,,Clouds,light rain,10d,500,0,0,winter
2018-01-01,Kiddie Coaster,5.0,373.0006,1823.9,427,159,8.0,18.0,0.20450715499753275,0.37236533957845436,679.157142857143,0,1,,427.0,7.305,3.01,4.425,1007.5,82.5,7.885,237.0,3.95,69.5,0.82,0.72,0.29500000000000004,,,Clouds,light rain,10d,500,0,0,winter
2018-01-01,Merry Go Round,8.235294117647058,11963.0,21822.633,756,647,130.0,130.0,0.5481923285792324,0.8558201058201058,18676.248083333336,0,1,,756.0,7.305,3.01,4.425,1007.5,82.5,7.885,237.0,3.95,69.5,0.82,0.72,0.29500000000000004,,,Clouds,light rain,10d,500,0,0,winter
2018-01-01,Oz Theatre,5.714285714285714,1479.0,8111.667,314,314,2.0,2.0,0.182329969906309,1.0,8111.667,0,1,,314.0,7.305,3.01,4.425,1007.5,82.5,7.885,237.0,3.95,69.5,0.82,0.72,0.29500000000000004,,,Clouds,light rain,10d,500,0,0,winter
2018-01-01,Rapids Ride,4.84375,1593.5003,5583.8,459,408,1.0,2.0,0.2853791862172714,0.8888888888888888,4963.377777777778,0,1,,459.0,7.305,3.01,4.425,1007.5,82.5,7.885,237.0,3.95,69.5,0.82,0.72,0.29500000000000004,,,Clouds,light rain,10d,500,0,0,winter
2018-01-01,Roller Coaster,23.548387096774192,1572.0,2270.0,464,464,2.0,2.0,0.6925110132158591,1.0,2270.0,0,1,,464.0,7.305,3.01,4.425,1007.5,82.5,7.885,237.0,3.95,69.5,0.82,0.72,0.29500000000000004,,,Clouds,light rain,10d,500,0,0,winter
2018-01-01,Spinning Coaster,27.115384615384617,11143.0,20897.416,774,771,5.0,6.0,0.5332238205910242,0.9961240310077519,20816.41826356589,0,1,,774.0,7.305,3.01,4.425,1007.5,82.5,7.885,237.0,3.95,69.5,0.82,0.72,0.29500000000000004,,,Clouds,light rain,10d,500,0,0,winter
2018-01-01,Spiral Slide,66.71052631578948,1266.5,2777.5,569,569,2.0,2.0,0.455985598559856,1.0,2777.5,0,1,,599.0,7.305,3.01,4.425,1007.5,82.5,7.885,237.0,3.95,69.5,0.82,0.72,0.29500000000000004,,,Clouds,light rain,10d,500,0,0,winter
2018-01-01,Superman Ride,23.333333333333332,2175.9997,6299.533,443,443,2.0,3.0,0.34542238289727184,1.0,6299.533,0,1,,443.0,7.305,3.01,4.425,1007.5,82.5,7.885,237.0,3.95,69.5,0.82,0.72,0.29500000000000004,,,Clouds,light rain,10d,500,0,0,winter
2018-01-01,Swing Ride,37.04081632653061,5303.5,11374.9,734,706,12.0,12.0,0.4662458571064361,0.9618528610354223,10940.980108991826,0,1,,764.0,7.305,3.01,4.425,1007.5,82.5,7.885,237.0,3.95,69.5,0.82,0.72,0.29500000000000004,,,Clouds,light rain,10d,500,0,0,winter
2018-01-01,Water Ride,16.914893617021278,6849.9998,10460.167,700,700,10.0,11.0,0.6548652425912511,1.0,10460.167,0,1,,700.0,7.305,3.01,4.425,1007.5,82.5,7.885,237.0,3.95,69.5,0.82,0.72,0.29500000000000004,,,Clouds,light rain,10d,500,0,0,winter
2018-01-01,Zipline,10.76923076923077,2043.5,4454.05,765,713,11.0,12.0,0.45879592730211827,0.9320261437908497,4151.291045751635,0,1,,765.0,7.305,3.01,4.425,1007.5,82.5,7.885,237.0,3.95,69.5,0.82,0.72,0.29500000000000004,,,Clouds,light rain,10d,500,0,0,winter
2018-01-02,Bumper Cars,10.408163265306122,8673.0,12312.9167,725,725,18.0,18.0,0.7043822525007418,1.0,12312.9167,1,1,,785.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Bungee Jump,32.735849056603776,11890.0,14219.1,788,732,5.0,5.0,0.8361991968549345,0.9289340101522843,13208.605583756345,1,1,,788.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Circus Train,4.852941176470588,7759.0,11806.667,506,506,1.0,1.0,0.6571710712261132,1.0,11806.667,1,1,,512.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Crazy Dance,5.0,8232.0,13016.666,788,781,1.0,1.0,0.6324200067820747,0.9911167512690355,12901.035718274112,1,1,,788.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Dizzy Dropper,11.5,5823.0,10258.2,738,738,86.0,88.0,0.5676434462186348,1.0,10258.2,1,1,,798.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Drop Tower,25.510204081632654,5252.9999,6844.2,732,732,16.0,16.0,0.7675111627363315,1.0,6844.2,1,1,,792.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Flying Coaster,29.074074074074073,23521.5,38077.2,796,787,24.0,24.0,0.617731871040938,0.9886934673366834,37646.67889447236,1,1,,796.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Free Fall,53.970588235294116,1881.0,4329.7834,506,506,3.0,3.0,0.43443281712429305,1.0,4329.7834,1,1,,506.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Giant Wheel,61.886792452830186,11217.5,19827.599,790,708,4.0,5.0,0.5657518088801373,0.8962025316455696,17769.54442025316,1,1,,790.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Giga Coaster,19.9,18482.5002,28656.517,740,676,24.0,24.0,0.6449667347919498,0.9135135135135135,26178.11552972973,1,1,,763.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Go-Karts,53.39622641509434,16546.0,22540.1,791,780,4.0,4.0,0.7340695027972369,0.9860935524652339,22226.647281921618,1,1,,791.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Haunted House,16.5625,7674.0,10710.0,714,714,9.0,9.0,0.7165266106442577,1.0,10710.0,1,1,,728.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Himalaya Ride,5.0,4598.0,15860.0,793,793,1.0,1.0,0.28991172761664563,1.0,15860.0,1,1,,793.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Inverted Coaster,37.5,4880.0,7814.0837,441,415,2.0,3.0,0.6245134026399026,0.9410430839002267,7353.3894229024945,1,1,,441.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Kiddie Coaster,5.757575757575758,4497.0002,8614.9,490,425,15.8,18.0,0.5220026001462583,0.8673469387755102,7472.107142857142,1,1,,490.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Merry Go Round,19.81132075471698,15977.9999,24020.017,790,790,129.0,130.0,0.6651951953239668,1.0,24020.017,1,1,,790.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Oz Theatre,10.0,2369.5,7595.0,318,294,2.0,2.0,0.3119815668202765,0.9245283018867925,7021.792452830189,1,1,,318.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Rapids Ride,10.147058823529411,6721.0,10920.2667,496,496,2.0,2.0,0.6154611590209605,1.0,10920.2667,1,1,,496.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Roller Coaster,32.5,1333.0,2260.0,480,480,2.0,2.0,0.5898230088495575,1.0,2260.0,1,1,,480.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Spinning Coaster,46.2962962962963,12075.0,23930.7837,797,797,5.0,6.0,0.504580215649185,1.0,23930.7837,1,1,,797.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Spiral Slide,80.52631578947368,1322.0,2805.0,561,561,2.0,2.0,0.471301247771836,1.0,2805.0,1,1,,621.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Superman Ride,25.0,4115.9999,7417.8,463,463,3.0,3.0,0.5548814877726549,1.0,7417.8,1,1,,463.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Swing Ride,55.4,4701.0,12047.9,746,746,12.0,12.0,0.39019248167730475,1.0,12047.9,1,1,,806.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Water Ride,24.693877551020407,7204.9999,11000.5,735,735,10.0,11.0,0.6549702195354756,1.0,11000.5,1,1,,763.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-02,Zipline,21.01851851851852,3580.9954,5234.3,798,782,12.0,12.0,0.6841402670844239,0.9799498746867168,5129.351629072682,1,1,,800.0,7.1899999999999995,4.335,5.175,1014.0,87.5,5.645,224.0,3.95,100.0,0.255,0.72,0.29500000000000004,,,Clouds,overcast clouds,04n,804,0,0,winter
2018-01-03,Bumper Cars,13.16326530612245,8652.9999,12380.85,729,729,18.0,18.0,0.698901925150535,1.0,12380.85,2,1,,789.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Bungee Jump,36.79245283018868,12782.0,14841.017,782,759,5.0,5.0,0.8612617315915749,0.9705882352941176,14404.5165,2,1,,782.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Circus Train,4.705882352941177,7873.0,11666.667,500,500,1.0,1.0,0.6748285521477557,1.0,11666.667,2,1,,505.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Crazy Dance,5.471698113207547,6986.5,12500.0,785,750,1.0,1.0,0.55892,0.9554140127388535,11942.675159235669,2,1,,785.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Dizzy Dropper,8.36734693877551,5411.0,9994.417,735,719,86.0,88.0,0.5414022648844851,0.9782312925170068,9776.851459863945,2,1,,795.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Drop Tower,29.1,4864.5001,6638.5,737,710,16.0,16.0,0.7327709723582135,0.9633649932157394,6395.298507462686,2,1,,797.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Flying Coaster,33.490566037735846,18989.9999,29983.8,795,625,24.0,24.0,0.6333420013473943,0.7861635220125787,23572.169811320757,2,1,,798.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Free Fall,68.93939393939394,1643.0,4111.2333,483,483,3.0,3.0,0.399636770795761,1.0,4111.2333,2,1,,483.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Giant Wheel,75.75471698113208,9720.0,18705.917,792,716,4.0,5.0,0.5196216790655064,0.9040404040404041,16910.904762626265,2,1,,792.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Giga Coaster,22.3,20682.0,33817.167,745,745,24.0,24.0,0.6115828685472086,1.0,33817.167,2,1,,751.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Go-Karts,48.24074074074074,10753.5,13214.9003,800,447,4.0,4.0,0.8137405319660262,0.55875,7383.825542624999,2,1,,800.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Haunted House,20.0,7596.0,10755.0,717,717,9.0,9.0,0.7062761506276151,1.0,10755.0,2,1,,748.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Himalaya Ride,4.814814814814815,6811.5,15400.0,797,770,1.0,1.0,0.4423051948051948,0.9661229611041405,14878.293601003765,2,1,,799.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Merry Go Round,21.79245283018868,14908.0002,24959.35,792,792,128.0,130.0,0.597291203496886,1.0,24959.35,2,1,,792.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Oz Theatre,7.6923076923076925,3329.0,9997.5,387,387,2.0,2.0,0.3329832458114529,1.0,9997.5,2,1,,387.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Roller Coaster,34.6875,1269.0,2335.0,476,476,2.0,2.0,0.5434689507494647,1.0,2335.0,2,1,,476.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Spinning Coaster,44.716981132075475,13819.0,25013.4,786,786,6.0,6.0,0.5524638793606627,1.0,25013.4,2,1,,788.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Spiral Slide,73.55263157894737,1392.0,2840.0,568,568,2.0,2.0,0.49014084507042255,1.0,2840.0,2,1,,628.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Superman Ride,3.0,1712.0,2518.75,439,155,3.0,3.0,0.6797022332506204,0.3530751708428246,889.3080865603644,2,1,,439.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Swing Ride,61.9,4340.5,11434.2,740,708,12.0,12.0,0.3796067936541253,0.9567567567567568,10939.74810810811,2,1,,800.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Water Ride,28.877551020408163,7086.0,10985.533,734,734,10.0,11.0,0.6450301501074186,1.0,10985.533,2,1,,760.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-03,Zipline,25.37735849056604,3521.0002,5332.5,790,790,12.0,12.0,0.660290707923113,1.0,5332.5,2,1,,790.0,8.905,5.475,5.29,1007.5,76.5,9.315,257.5,3.95,93.0,0.45,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-04,Bumper Cars,7.040816326530612,8274.0,12414.817,731,731,18.0,18.0,0.66646169653568,1.0,12414.817,3,1,,791.0,10.78,10.045,8.855,1002.0,90.5,7.68,240.0,3.95,100.0,0.6499999999999999,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-04,Bungee Jump,23.30188679245283,12487.0,14166.15,786,739,5.0,5.0,0.8814674417537581,0.9402035623409669,13319.064694656488,3,1,,786.0,10.78,10.045,8.855,1002.0,90.5,7.68,240.0,3.95,100.0,0.6499999999999999,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-04,Circus Train,5.0,8147.0,11526.667,494,494,1.0,1.0,0.7067958153037648,1.0,11526.667,3,1,,494.0,10.78,10.045,8.855,1002.0,90.5,7.68,240.0,3.95,100.0,0.6499999999999999,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-04,Crazy Dance,5.0,5888.5,12416.6657,780,745,1.0,1.0,0.47424164765908133,0.9551282051282052,11859.50762371795,3,1,,780.0,10.78,10.045,8.855,1002.0,90.5,7.68,240.0,3.95,100.0,0.6499999999999999,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-04,Dizzy Dropper,5.0,6074.0,9924.6,720,714,86.0,88.0,0.6120145900086653,0.9916666666666667,9841.895,3,1,,780.0,10.78,10.045,8.855,1002.0,90.5,7.68,240.0,3.95,100.0,0.6499999999999999,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-04,Drop Tower,15.918367346938776,5010.9998,6666.55,732,713,16.0,16.0,0.7516631241046717,0.9740437158469946,6493.5111338797815,3,1,,792.0,10.78,10.045,8.855,1002.0,90.5,7.68,240.0,3.95,100.0,0.6499999999999999,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-04,Flying Coaster,23.77358490566038,21894.4999,32823.0,794,692,24.0,24.0,0.66704749413521,0.871536523929471,28606.443324937027,3,1,,794.0,10.78,10.045,8.855,1002.0,90.5,7.68,240.0,3.95,100.0,0.6499999999999999,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-04,Free Fall,52.72727272727273,1693.0,4132.0833,489,489,3.0,3.0,0.409720684962958,1.0,4132.0833,3,1,,489.0,10.78,10.045,8.855,1002.0,90.5,7.68,240.0,3.95,100.0,0.6499999999999999,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-04,Giant Wheel,60.37735849056604,11899.0,19699.9827,790,710,4.0,5.0,0.6040106827098889,0.8987341772151899,17705.047743037976,3,1,,790.0,10.78,10.045,8.855,1002.0,90.5,7.68,240.0,3.95,100.0,0.6499999999999999,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-04,Giga Coaster,12.2,18672.0,31124.0667,737,691,24.0,24.0,0.599921603432369,0.937584803256445,29181.45195345997,3,1,,751.0,10.78,10.045,8.855,1002.0,90.5,7.68,240.0,3.95,100.0,0.6499999999999999,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-04,Go-Karts,51.41509433962264,17867.5,21909.4997,791,743,4.0,4.0,0.8155138293732923,0.9393173198482933,20579.972537420985,3,1,,802.0,10.78,10.045,8.855,1002.0,90.5,7.68,240.0,3.95,100.0,0.6499999999999999,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-04,Haunted House,16.458333333333332,7760.0,10620.0,708,708,9.0,9.0,0.7306967984934086,1.0,10620.0,3,1,,745.0,10.78,10.045,8.855,1002.0,90.5,7.68,240.0,3.95,100.0,0.6499999999999999,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-04,Himalaya Ride,5.0,4371.5,15480.0,785,774,1.0,1.0,0.2823966408268734,0.9859872611464968,15263.082802547771,3,1,,785.0,10.78,10.045,8.855,1002.0,90.5,7.68,240.0,3.95,100.0,0.6499999999999999,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-04,Inverted Coaster,42.06896551724138,4219.5,7506.6503,424,375,2.0,3.0,0.5621015807809776,0.8844339622641509,6639.136468160377,3,1,,424.0,10.78,10.045,8.855,1002.0,90.5,7.68,240.0,3.95,100.0,0.6499999999999999,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-04,Kiddie Coaster,7.65625,1567.6666,3107.95,480,171,18.0,18.0,0.5044053475763768,0.35625,1107.2071875,3,1,,480.0,10.78,10.045,8.855,1002.0,90.5,7.68,240.0,3.95,100.0,0.6499999999999999,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
2018-01-04,Merry Go Round,13.653846153846153,13733.3329,22347.4007,780,712,126.0,130.0,0.6145382670835629,0.9128205128205128,20399.165767179486,3,1,,780.0,10.78,10.045,8.855,1002.0,90.5,7.68,240.0,3.95,100.0,0.6499999999999999,0.72,0.29500000000000004,,,Rain,light rain,10n,500,0,0,winter
